0	9
0	44
11	57
14	57
21	55
22	55
23	55
31	52
32	52
33	51
41	51
42	53
43	53
51	32
52	32
52	39
53	34
54	33
55	33
56	35
57	34
58	32
58	33
61	72
62	72
63	72
71	71
72	73
73	75
74	73
81	41
82	41
83	43
84	42
91	45
92	45
101	65
102	65
103	64
104	65
111	67
112	67
113	67
114	67
121	61
122	61
123	61
124	61
131	2
132	2
133	2
134	2
135	2
136	2
141	63
142	63
151	58
152	58
