40138	89075100	4102				5830	1		Bahia Tongoy, Sur Punta Errazuriz		
40139	96915320	4102				5103	1		Bahia Barnes, Suroeste Morro Barnes		
40140	78854030	4203				3376	1		Bahia Pichidangui		
40141	71512500	4102				3357	1		Bahia Tongoy		
40142	78258990	4104				3356	1		Totoralillo Norte		
40143	89075100	4102				341	1		Bahia Tongoy, 11A		
40144	5541954	4102				3387	1		Playa Changa, Sector 2, Bahia Coquimbo		
40145	76389557	4104				3392	1		Caleta Totoralillo Norte		
40146	78107680	4102				3383	1		Bahia Tongoy, Este Puerto Tongoy		
40147	96601250	4102				5813	1		Bahia Tongoy , Suroeste Peninsula Tongoy		
40148	78258990	4104				96	1		Totoralillo Norte		
40149	78258990	4102				94	1		Bahia Tongoy		
40150	78258990	4102				20538	1		Bahia Barnes, Oeste Playa Blanca		
40151	71512500	4102				5809	1		Peninsula De Tongoy		
40152	71512500	4102				5808	1		Bahia Tongoy		
40153	71512500	4102				5807	1		Bahia Tongoy		
40154	71512500	4102				5806	1		Bahia Tongoy		
40155	78107680	4102				21122	1		Bahia Tongoy		
40156	6559187	4102				5822	1		Bahia Coquimbo		
40157	96875620	4102				5832	1		Bahia Tongoy		
40158	96534020	4102				5834	1		Bahia Tongoy		
40159	81518400	4102				259	1		Bahia Herradura De Guayacan		
40160	96845220	4102				7515	1		El Panul		
40161	85714200	4102				5848	1		Parcela 56, Etapa C		
40162	4146491	4203				7505	1		Palo Colorado		
40163	78258990	4102				7521	1		Bahia Tongoy		
40164	99507800	4102				7523	1		El Panul, Parcela 68		
40165	85714200	4104				20818	1		Ensenada Totoralillo		
40166	96915320	4102				20036	1		Ensenada Guanaquillos		
40167	9638630	4203				20098	1		Sureste Punta Quelen, Bahia Pichidangui		
40168	99544650	4102				20137	1		Bahia Coquimbo		
40169	76325350	4102				7542	1		Bahia Coquimbo		
40170	99516250	4102				20277	1		El Tangue		
40171	77745480	4203				20374	1		Bahia Pichidangui, Sur Punta Quelen, Puerto Pichidangui		
40172	10224207	4102				20607	1		Bahia Tongoy, Oeste Punta Errazuriz		
40173	77743430	4204				20806	1		Canal Molino, Rio Choapa		
40174	8560031	4101				20858	1		Paradero 10, La Pamapa		
40175	76671620	4106				21201	1		El Arrayan, Parcela 10, Quebrada De Talca		
40176	8746282	4102				21256	1		Oeste De Puerto Velero, Bahia Barnes		
40177	12771288	4102				21423	1		Suroeste Playa Blanca, Bahia Barnes		
40178	76357170	4102				21481	1		Suroeste Punta Branes Bahia Barnes		
40179	76357170	4102				21482	1		Noroeste Punta Barnes		
40180	78258990	4102				21904	1		Bahia Tongoy		
40181	76195425	4106				22289	1		Diaguitas		
40182	73137500	4203				22459	1		Costanera		
40183	73137500	4203				22465	1		Costanera		
40184	60904145	4301				23374	1		Av Tuqui Alto S/N		
40185	76691410	4102				23448	1		Com. La Herradura Etapa B Pacela 68		
40186	71875600	4203				23660	1		Bahia Conchali		
40187	70000310	4203					1		Ñague		
40188	69040300	4102				23703	1		Playa Grande De Tongoy		
49002	89075100	4102					1		Playa Grande Sector 11-A		
50002	79559870	5401					1		Rio Ligua		
50003	79559870	5401					1		Caleta Ligua		
50004	5628079	5105					1		Caleta Horcon		
50005	9281162	5107					1		Bahia Quintero		
50008	81698900	5605				301	1		La Puntilla El Lacho		
50010	81669200	5301				330	1		Rio Blanco		
50012	77521330	5105				3403	1		El Claron, Caleta Horcon		
50014	79559870	5404					1		Rio Ligua		
50015	5985207	5704				331	1		Parcela El Carmen		
50016	92279000	5704				333	1		Panquehue		
50017	96656530	5605				21832	1		Playa Meliche		
50018	96576940	5605				302	1		Playa Meliche		
50019	96656530	5401				328	1		Los Molles		
50020	96623070	5401				329	1		La Ballena		
50021	78734730	5301				2594	1		Nevados De San Francisco		
50022	96656530	5401				21831	1		Km 183, Ruta 5, Los Molles		
50023	14282758	5506				3409	1		Fundo San Carlos		
50024	77667460	5101				6252	1		Caleta Grande, Punta Curaumilla		
50025	76249160	5405				20585	1		El Blanquillo, Hacienda Alemana, Catapilco		
50026	3949126	5301				14001	1		Pozo Profundo, Fundo El Sauce		
50027	77217780	5405				14002	1		Catapilco		
50028	21894338	5702				20662	1		Parcela 6, El Carmelo		
50029	81669200	5101				21604	1		Caleta El Membrillo		
50030	71540100	5109				21752	1		Campus V , Miraflores		
50031	60921000	5101				21789	1		Facultad De Ciencias		
50032	77667460	5101				22022	1		Caleta Grande, Fundo Curaumilla, Parcela 981		
50033	60903064	5107				22423	1		Av Normandie 2298		
50034	81669200	5101				22522	1		Av. Universidad 330, Curauma, Placilla		
60001	78117650	6301					1		Hacienda Los Lingues		
60002	78460960	6303				0	1		*		
