1	9071	0	0		
2	9071	4	1		
3	9071	4	2		
4	9071	5	0		
5	9072	0	0		
6	9072	0	3		
7	9072	0	2		
8	9072	4	4		
9	9072	4	2		
10	9072	5	5		
11	9072	5	6		
12	9072	6	3		
13	9073	0	0		
14	9073	0	3		
15	9073	0	7		
16	9073	0	8		
17	9073	0	9		
18	9073	4	1		
19	9073	4	2		
20	9073	5	0		
21	9073	5	6		
22	9073	6	3		
23	9074	4	4		
24	9074	4	2		
25	9075	0	0		
26	9075	4	4		
27	9075	4	2		
28	9075	4	1		
29	9075	7	5		
30	9075	10	5		
31	9076	0	0		
32	9076	0	7		
33	9076	4	2		
34	9076	4	1		
35	9076	5	6		
36	9076	5	0		
37	9076	10	5		
38	9076	6	3		
39	9077	1	6	1	
40	9077	4	1		
41	9077	5	5		
42	9077	5	6		
43	9078	4	1		
44	9078	4	4		
45	9078	4	2		
46	9078	5	6		
47	9079	0	5		
48	9079	0	0		
49	9079	1	5	1	
50	9079	1	6	1	
51	9079	3	5		1
52	9079	4	4		
53	9079	5	5		
54	9079	5	6		
55	90710	4	2		
56	90710	4	1		
57	90710	5	6		
58	90711	0	3		
59	90711	0	5		
60	90711	0	0		
61	90711	0	6		
62	90711	4	4		
63	90711	4	2		
64	90711	4	1		
65	90711	5	6		
66	90711	6	3		
67	90712	4	1		
68	90712	5	1		
69	90712	10	5		
70	90713	0	5		
71	90713	7	5		
72	90713	10	5		
73	90713	6	3		
74	90714	0	5		
75	90714	0	7		
76	90714	0	0		
77	90714	4	4		
78	90714	4	2		
79	90714	4	1		
80	90714	6	3		
81	90715	4	2		
82	90715	4	1		
83	90715	5	6		
84	90716	0	5		
85	90716	0	7		
86	90716	4	2		
87	90716	4	1		
88	90717	0	9		
89	90717	4	4		
90	90717	5	6		
91	90718	0	5		
92	90718	0	3		
93	90718	4	1		
94	90718	4	2		
95	90718	4	4		
96	90718	5	6		
97	90718	6	3		
98	90719	4	2		
99	90719	5	5		
100	90720	0	3		
101	90720	0	5		
102	90720	4	1		
103	90720	4	2		
104	90720	4	4		
105	90720	5	6		
106	90720	6	3		
107	90721	0	0		
108	90721	0	3		
109	90721	0	5		
110	90721	5	6		
111	90721	7	5		
112	90721	6	3		
113	90722	0	3		
114	90722	0	0		
115	90722	0	5		
116	90722	2	3	1	
117	90722	4	1		
118	90722	4	2		
119	90722	4	4		
120	90722	5	6		
121	90722	10	5		
122	90722	6	3		
123	90723	0	0		
124	90723	4	1		
125	90723	5	6		
126	90723	7	5		
127	90724	0	3		
128	90724	0	0		
129	90724	4	1		
130	90724	4	2		
131	90724	5	5		
132	90724	10	5		
133	90724	6	3		
134	90725	0	5		
135	90725	0	0		
136	90725	4	1		
137	90725	4	2		
138	90725	5	6		
139	90726	0	0		
140	90726	0	5		
141	90726	4	1		
142	90726	4	2		
143	90726	4	4		
144	90726	5	5		
145	90726	10	5		
146	90727	0	5		
147	90727	0	3		
148	90727	0	0		
149	90727	0	9		
150	90727	4	1		
151	90727	4	2		
152	90727	5	6		
153	90727	6	3		
154	90728	0	3		
155	90728	0	1		
156	90728	0	0		
157	90728	2	3	3	
158	90728	4	2		
159	90728	5	6		
160	90728	5	5		
161	90728	6	3		
162	90729	0	5		
163	90729	0	3		
164	90729	0	0		
165	90729	4	1		
166	90729	4	2		
167	90729	4	4		
168	90729	5	5		
169	90729	5	6		
170	90729	6	3		
171	90730	1	6	1	
172	90730	4	2		
173	90730	4	4		
174	90731	0	3		
175	90731	6	3		
176	90732	0	3		
177	90732	0	5		
178	90732	0	0		
179	90732	0	7		
180	90732	4	1		
181	90732	4	2		
182	90732	7	5		
183	90732	6	3		
184	90733	4	1		
185	90733	5	5		
186	90733	5	0		
187	90733	9	5	1	
188	90734	0	0		
189	90734	4	4		
190	90734	4	2		
191	90734	5	6		
192	90734	6	3		
193	90735	0	3		
194	90735	0	5		
195	90735	0	0		
196	90735	0	1		
197	90735	4	1		
198	90735	4	2		
199	90735	4	4		
200	90735	6	3		
201	90736	0	5		
202	90736	5	6		
203	90737	0	0		
204	90737	0	3		
205	90737	4	1		
206	90737	4	2		
207	90737	7	5		
208	90737	6	3		
209	90738	0	3		
210	90738	0	0		
211	90738	4	1		
212	90738	4	4		
213	90738	4	2		
214	90738	5	6		
215	90738	6	3		
216	90739	0	3		
217	90739	0	0		
218	90739	4	4		
219	90739	4	2		
220	90739	4	1		
221	90739	9	5	1	
222	9122	0	5		
223	9122	0	1		
224	9122	4	1		
225	9123	0	0		
226	9124	0	0		
227	9124	0	5		
228	9124	1	5	1	
229	9124	9	5	1	
230	9125	0	5		
231	9125	5	0		
232	9125	7	5		
233	9126	0	5		
234	9126	4	1		
235	9127	0	3		
236	9127	0	0		
237	9127	4	1		
238	9127	6	3		
239	9128	0	3		
240	9128	4	1		
241	9128	6	3		
242	9129	0	5		
243	9129	1	5	1	
244	9129	4	2		
245	9129	4	1		
246	9129	4	4		
247	91210	0	5		
248	91210	1	5	3	
249	91210	4	2		
250	91210	4	1		
251	91210	6	3		
252	91211	0	3		
253	91211	0	0		
254	91211	6	3		
255	91212	0	0		
256	91212	0	3		
257	91212	4	1		
258	91212	6	3		
259	9131	0	3		
260	9131	0	0		
261	9131	0	1		
262	9131	0	9		
263	9131	1	5	2	
264	9131	4	2		
265	9131	4	1		
266	9131	6	3		
267	9132	0	1		
268	9132	0	0		
269	9132	4	1		
270	9133	0	3		
271	9133	0	6		
272	9133	0	0		
273	9133	0	5		
274	9133	0	7		
275	9133	0	9		
276	9133	3	5		1
277	9133	4	1		
278	9133	6	3		
279	9134	0	0		
280	9135	1	5	2	
281	9135	4	1		
282	9181	0	0		
283	9181	4	1		
284	9181	5	0		
285	9181	5	6		
286	9181	5	5		
287	9181	8	5	37	
288	9182	0	3		
289	9182	0	0		
290	9182	1	5	1	
291	9182	4	1		
292	9182	4	4		
293	9182	4	2		
294	9182	5	0		
295	9182	5	5		
296	9182	6	3		
297	9183	0	3		
298	9183	0	0		
299	9183	1	5	2	
300	9183	4	1		
301	9183	4	4		
302	9183	4	2		
303	9183	5	5		
304	9183	5	6		
305	9183	8	5	10	
306	9184	0	3		
307	9184	0	0		
308	9184	0	7		
309	9184	4	1		
310	9184	4	4		
311	9184	4	2		
312	9184	5	0		
313	9184	5	6		
314	9184	5	5		
315	9184	8	5	4	
316	9184	6	3		
317	9185	0	0		
318	9185	0	7		
319	9185	1	5	9	
320	9185	4	1		
321	9185	4	2		
322	9185	5	0		
323	9185	5	6		
324	9185	5	5		
325	9185	6	3		
326	9186	0	0		
327	9186	0	3		
328	9186	1	5	22	
329	9186	4	1		
330	9186	4	2		
331	9186	5	0		
332	9186	5	6		
333	9186	5	5		
334	9186	6	3		
335	9187	0	0		
336	9187	0	3		
337	9187	1	5	20	
338	9187	4	1		
339	9187	4	2		
340	9187	5	6		
341	9187	5	5		
342	9187	9	5	1	
343	9187	6	3		
344	9188	0	3		
345	9188	0	0		
346	9188	0	5		
347	9188	1	5	6	
348	9188	1	0	9	
349	9188	4	1		
350	9188	4	2		
351	9188	5	0		
352	9188	5	6		
353	9188	5	5		
354	9188	6	3		
355	9189	0	0		
356	9189	0	3		
357	9189	0	5		
358	9189	1	5	140	
359	9189	4	4		
360	9189	4	2		
361	9189	4	1		
362	9189	5	0		
363	9189	5	6		
364	9189	5	5		
365	9189	6	3		
366	91810	0	0		
367	91810	0	3		
368	91810	4	2		
369	91810	4	4		
370	91810	4	1		
371	91810	5	0		
372	91810	5	6		
373	91810	5	5		
374	91810	6	3		
375	91811	0	3		
376	91811	1	5	45	
377	91811	4	1		
378	91811	4	2		
379	91811	5	0		
380	91811	5	6		
381	91811	5	5		
382	91811	6	3		
383	91812	0	0		
384	91812	4	2		
385	91812	5	0		
386	91812	5	6		
387	91812	5	5		
388	91812	8	5	40	
389	91813	0	3		
390	91813	4	1		
391	91813	4	2		
392	91813	5	0		
393	91813	5	6		
394	91813	5	5		
395	91813	8	5	14	
396	91813	6	3		
397	91814	0	0		
398	91814	0	3		
399	91814	5	0		
400	91814	5	6		
401	91814	5	5		
402	91814	6	3		
403	91815	0	0		
404	91815	0	3		
405	91815	1	5	17	
406	91815	4	1		
407	91815	4	2		
408	91815	5	0		
409	91815	5	6		
410	91815	5	5		
411	91815	6	3		
412	91816	0	0		
413	91816	4	1		
414	91816	4	4		
415	91816	4	2		
416	91816	5	0		
417	91816	5	6		
418	91816	5	5		
419	91817	4	1		
420	91817	4	4		
421	91817	4	2		
422	91817	5	0		
423	91817	5	6		
424	91817	5	5		
425	91818	0	0		
426	91818	0	3		
427	91818	4	2		
428	91818	4	1		
429	91818	5	0		
430	91818	5	6		
431	91818	5	5		
432	91818	8	5	28	
433	91818	9	5	1	
434	91818	6	3		
435	91819	0	0		
436	91819	0	3		
437	91819	1	5	3	
438	91819	4	2		
439	91819	5	0		
440	91819	5	6		
441	91819	5	5		
442	91819	6	3		
443	91820	0	3		
444	91820	1	5	12	
445	91820	4	2		
446	91820	5	0		
447	91820	5	6		
448	91820	5	5		
449	91820	7	5		
450	91820	6	3		
451	9191	0	0		
452	9191	0	3		
453	9191	0	5		
454	9191	0	7		
455	9191	5	6		
456	9191	7	5		
457	9192	4	1		
458	9193	5	5		
459	9193	7	5		
460	9194	0	0		
461	9194	4	1		
462	9194	4	2		
463	9195	0	3		
464	9195	0	6		
465	9195	0	1		
466	9195	7	5		
467	9196	1	5	4	
468	9197	1	5	3	
469	9197	4	1		
470	9197	4	2		
471	9197	5	5		
472	9197	7	5		
473	9198	0	3		
474	9198	4	1		
475	9198	4	2		
476	9198	7	5		
477	9199	0	5		
478	91910	0	1		
479	91910	1	5	1	
480	91910	7	5		
481	91911	0	2		
482	91911	0	1		
483	91911	7	5		
484	91912	0	2		
485	91912	0	1		
486	91912	3	5		1
487	91912	7	5		
488	91913	7	5		
489	91914	1	5	1	
490	91914	4	2		
491	91915	4	1		
492	91915	4	2		
493	91916	0	5		
494	91916	0	1		
495	91916	4	1		
